set_id,price,brand,Betriebssystem,Speicherkapazitaet,Arbeitsspeicher,CPU-Taktfrequenz,Bilddiagonale,Aufloesung,Festplatte,Akkukapazitaet,Aufloesung Hauptkamera,SSD-Speicherkapazitaet,Grafik-Controller-Serie
13352183,263.92145,Acer,Android,32,2,1.8,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
14326741,175.47168,Samsung,Android,8,1.5,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
13844075,335.97,Apple,Apple iOS,16,0.5,1,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
14567544,918.69543,Microsoft,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
15108075,625.12067,Apple,unknown,256,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
10043219,3251.7908,Apple,Apple iOS,128,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13309273,705.83,Acer,Windows 8,128,4,1.8,28 cm (11"),unknown,unknown,unknown,unknown,unknown,unknown
14742898,155.17929,Huawei Technologies,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9018044,505.90707,HP,Windows 10 Professional,64,4,1.4,18 cm (7"),2048x1536,64,unknown,unknown,64,unknown
10545304,316.7725,Point of View,Android,unknown,unknown,unknown,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
6801141,434.35623,Apple,unknown,16,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
641957,701.27325,Asus,Windows 10 Home,256,8,2.5,33 cm (13"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 600
6881228,138.39914,Acer,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10328921,413.19836,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8021638,367.54,Samsung,Android,32,3,1.3,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
11247915,7566.735,Apple,Apple iOS,128,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1302025,504.6096,Apple,Apple iOS,16,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
8689190,365.2778,Apple,unknown,16,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
13849759,577.42,Apple,unknown,64,2,1.5,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14567551,918.3655,Microsoft,unknown,unknown,8,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13930742,972.0147,Apple,Apple iOS,128,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13785161,2997.8755,Microsoft,Windows 10 Professional,unknown,16,2.2,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
6333296,396.24,HP,Windows 10 Home,500,4,1.6,28 cm (11"),1366x768,500,unknown,unknown,unknown,unknown
5019285,2455.674,Apple,Apple iOS,128,2,2.2,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
2234739,688.00146,Fujitsu,Windows 8.1,128,4,1.6,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
1488555,145.81667,Asus,Android,16,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4406218,52.097775,Estar,Android,8,0.5,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
16483890,54.93076,Odys,Android,8,unknown,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
1451297,509.48294,Apple,unknown,32,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
13680258,77.067505,Lenovo,Android,8,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
14567523,875.9389,Microsoft,unknown,128,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
9879233,841.5757,Huawei Technologies,Windows 10 Home,256,8,1.1,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
6971089,139.77657,Colorful,Android,16,1,1.6,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
10985498,784.4199,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2736856,471.0,Samsung,Android,16,3,1.9,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
1616358,343.2774,HP,Android,32,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
5326869,113.650665,Samsung,Android,8,1,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
7800258,1340.7065,Fujitsu,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10415272,640.0,Microsoft,Windows 10 Professional,128,4,1.6,25 cm (10"),1920x1280,128,unknown,unknown,128,unknown
12578560,2025.7549,Winmate,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16335975,13827.268,Asus,Windows 10 Home,256,4,2.3,25 cm (10"),unknown,256,unknown,unknown,256,Intel HD Graphics 500
1477880,100.504005,Hamlet,Android,8,1,1.6,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
4561914,415.28616,Lenovo,Windows 8.1 Pro 32-Bit,128,2,1.5,20 cm (8"),1920x1200,128,unknown,unknown,128,unknown
12660681,507.23892,ProDVX,Android,8,2,1.6,38 cm (15"),unknown,unknown,unknown,unknown,unknown,unknown
4057643,4556.092,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6743569,239.53168,Samsung,Android,16,2,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
221653,333.12625,Cyrus,Android,8,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
8662981,72.342186,Thomson,Android,8,1,1.2,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
12162849,1368.9067,Getac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
148231,186.91472,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7232995,545.28406,Apple,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
13391799,609.79,Samsung,Android,32,unknown,1,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4733423,239.0,Samsung,Android,16,2,1.2,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
5112051,260.87833,Apple,unknown,32,0.5,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
4464034,582.0478,Apple,unknown,128,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10915682,365.17773,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6430200,357.93582,Asus,Android,64,4,2.1,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
7290824,488.47775,Apple,Windows XP Professional,64,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
9271375,2977.263,Panasonic,Windows 7 Professional,128,4,2.4,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
12717115,468.70087,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
13048411,448.3511,Huawei Technologies,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5411159,1041.32,Sony,Windows 8 64-Bit,16,8,1.6,38 cm (15"),1920x1080,16,unknown,unknown,16,NVIDIA GeForce GT 700
367169,3445.9624,Archos,Android,32,2,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
8523703,512.5689,Lenovo,Windows 10 Professional,64,4,1.4,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
13025773,1394.2708,Apple,Apple iOS,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
8221468,652.3085,Acer,unknown,128,4,unknown,36 cm (14"),1920x1080,128,unknown,unknown,128,Intel HD Graphics 500
13228275,855.98334,Dell,unknown,unknown,4,1.1,25 cm (10"),unknown,256,unknown,unknown,256,Intel HD Graphics 500
120626,933.74286,Microsoft,Windows 10 Professional 64-Bit,128,4,2.4,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
9880312,163.56358,Acer,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8130210,1056.0651,Mitac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
15183344,140.01395,Samsung,Android,8,unknown,1.3,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
1354916,147.63779,Samsung,Android,8,unknown,1.3,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
7377222,80.969795,Archos,Android,8,1,1.3,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14636559,530.46014,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8189747,1392.765,Lenovo,Windows 8.1,256,8,1.7,30 cm (12"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 4000
16542112,1326.5128,Apple,unknown,32,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16118338,76.9531,Denver Instrument,Android,8,1,1,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15960158,3170.29,HP,Windows 10 Professional,128,4,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
8463547,531.3591,Apple,Apple iOS,64,1,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
8216094,129.71,Huawei Technologies,Android,4,1,1.6,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
1065630,323.16586,Acer,Android,32,2,1.5,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
8730704,1502.3534,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4823774,4813.9917,Acer,Windows 10 Professional,256,8,1.1,30 cm (12"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 500
9292298,2898.6855,Apple,Apple iOS,16,2,1.5,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
9007333,362.57556,HP,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7723522,455.19754,Samsung,Android,32,3,1.8,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3461011,602.73956,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12190121,365.2778,Apple,unknown,16,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
5552211,101643.984,Microsoft,Windows 10 Professional,128,4,0.9,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
10244823,5882.6255,Asus,Windows 10 Professional,256,8,2.2,33 cm (13"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 500
11842633,351.2424,Apple,unknown,32,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12288821,182.23232,Acer,Android,32,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
9624289,1547.6832,Getac,Android,16,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
6255261,874.8367,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10940686,408.21735,Lenovo,Android,64,4,1.4,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
9419442,358.72614,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
15675265,540.32294,Apple,Apple iOS,64,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
11093089,3866.548,Apple,Apple iOS,256,2,2.2,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
12474051,450.99667,Samsung,Android,32,3,1.8,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
12811586,392.3951,Apple,unknown,32,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
10443358,893.1278,Microsoft,unknown,unknown,8,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5643408,185.62335,TechniSat,Android,16,2,1.8,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
2962229,129.70427,Asus,Android,16,2,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
5491278,147.70538,Asus,Android,16,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10939691,599.31665,Dell,Windows 8.1,500,4,1.9,unknown,1366x768,500,unknown,unknown,unknown,Intel HD Graphics 4000
1138163,255.75694,Medion,Android,64,2,1.8,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
1793090,277.08224,Asus,Windows 10 Home,32,2,1.4,25 cm (10"),1280x800,32,unknown,unknown,32,Intel HD Graphics 400
9260663,261.9481,Medion,Android,128,2,1.8,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10322765,1624.8306,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10443353,1359.0756,Microsoft,unknown,256,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
6172947,403.6522,Apple,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
9590499,1308.8767,Microsoft,Windows 8.1,512,8,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4926942,253.67809,Acer,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10443349,1860.3917,Microsoft,unknown,512,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
3111960,320.99536,Samsung,Android,32,3,1.8,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
609786,125.941444,Xoro,unknown,32,2,1.4,20 cm (8"),1280x800,32,unknown,unknown,32,unknown
10443346,1155.7034,Microsoft,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4376728,108.007996,Hamlet,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5368773,337.68997,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
9300711,221.36,Medion,Android,64,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
6125723,3293.9702,Apple,Apple iOS,32,unknown,2.3,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
13734409,86.67686,Huawei Technologies,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13364906,4648.075,Xplore Technologies,Windows 7 Professional 64-Bit,128,unknown,unknown,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
5195109,49.252014,Leicke,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9666947,615.8,Sony,Android,16,2,1.5,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4270089,196.85164,Samsung,Android,16,2,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15115226,247.34001,Acer,Windows 10 Home,32,2,1.3,25 cm (10"),1280x800,32,unknown,unknown,32,unknown
15173993,373.18555,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
4756935,674.5,Lenovo,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
16074764,96.97353,Medion,Android,32,2,unknown,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
590734,370.29086,Samsung,Android,32,3,1.3,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
13085433,363.01443,Samsung,Android,32,3,1.8,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
9699817,64.78467,Hamlet,Android,8,1,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
10982495,709.0076,Lenovo,Windows 10 Home 64-Bit,256,4,1,28 cm (11"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 600
12399207,1201.5367,Microsoft,Windows 8.1,256,8,1.7,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
9079797,9655.133,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8441359,836.4217,Avaya,Android,unknown,unknown,unknown,28 cm (11"),unknown,unknown,unknown,unknown,unknown,unknown
10443329,1860.2784,Microsoft,unknown,512,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
10332109,146.32066,Alcatel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12430478,369.55667,Asus,Windows 8.1,500,2,1.3,25 cm (10"),1366x768,500,unknown,unknown,64,unknown
16371647,434.38553,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3237869,438.58002,Motorola,Android,16,1,1.2,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
12608075,204.7417,Acer,Android,16,1,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
2981340,1034.9153,Asus,Windows 10 Professional,unknown,8,2.3,30 cm (12"),2880x1920,256,unknown,unknown,256,Intel HD Graphics 500
16693020,740.8228,Samsung,Android,32,3,1.8,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
1493839,463.6337,Apple,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
1038088,188.795,Samsung,Android,8,1.5,1.5,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12887599,180.48167,Apple,unknown,16,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12840018,170.055,TechniSat,Android,8,1,1.8,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
14916980,233.84332,HP,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15304010,701.73,Samsung,Android,32,3,2.3,30 cm (12"),2560x1600,unknown,unknown,unknown,unknown,unknown
13820853,11460.748,Lenovo,Android,32,2,2.2,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10544808,3603.0503,Xplore Technologies,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2470385,456.69,Apple,Apple iOS,128,1,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
6338058,58.25008,Mpman,Android,8,1,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
11434031,230.17836,Asus,Windows 10 Professional,32,2,1.4,25 cm (10"),1280x800,32,unknown,unknown,unknown,Intel HD Graphics 400
13923625,161.21188,Acer,Android,16,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
13074773,91.960266,Axxo,Android,8,1,1.2,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
16183373,251.6446,Acer,Windows 10 Home,32,2,1.3,25 cm (10"),1280x800,unknown,unknown,unknown,unknown,unknown
12110867,41.14736,Thomson,Android,4,0.5,1.5,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
2983998,1240.3682,Acer,Windows 10 Home 64-Bit,128,4,0.9,30 cm (12"),1920x1080,128,unknown,unknown,128,Intel HD Graphics 500
14459710,450.8503,Apple,unknown,64,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
5492556,656.01776,Lenovo,Windows 10 Professional,256,4,2.3,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
5735121,99.81246,Samsung,Android,8,1.5,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12527883,2934.8215,Getac,unknown,128,4,unknown,25 cm (10"),1920x1200,128,unknown,unknown,128,Intel HD Graphics 5000
4261967,2748.5332,Microsoft,Windows 10 Professional 64-Bit,1000,16,2.6,33 cm (13"),3000x2000,1000,unknown,unknown,1000,NVIDIA GeForce GTX 900
15029709,2213.2776,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4703557,271.0,Acer,Windows 10 Home,32,2,1.4,25 cm (10"),1280x800,32,unknown,unknown,32,unknown
6955078,6683.1196,Lenovo,Android,unknown,3,1.3,15 cm (6"),unknown,unknown,unknown,unknown,unknown,unknown
8899717,412.5967,Apple,unknown,64,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1299714,13996.498,Unbekannt,Windows 10 Home,unknown,8,2.5,33 cm (13"),unknown,512,unknown,unknown,512,Intel HD Graphics 600
10777188,50.77,Odys,Android,8,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
14052957,2054.7334,Getac,Windows 10 Professional 64-Bit,128,4,2.3,28 cm (11"),1366x768,128,unknown,unknown,128,Intel HD Graphics 500
6582470,255.0,Samsung,Android,8,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
16068034,68.43352,TrekStor,Android,8,0.5,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
345871,1010.7967,Asus,Windows 10 Home,512,12,2.7,38 cm (15"),1920x1080,512,unknown,unknown,512,NVIDIA GeForce GTX 900
1294022,1178.6334,Dell,Windows 8.1,128,4,1.2,33 cm (13"),1920x1080,128,unknown,unknown,128,Intel HD Graphics 5000
10134412,431.0856,Apple,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
14372559,1504.7206,Getac,Android,64,2,1.8,20 cm (8"),unknown,64,unknown,unknown,64,unknown
10339588,6503.721,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12567900,370.81,Asus,Windows 10 Home,64,4,1.6,28 cm (11"),1366x768,64,unknown,unknown,unknown,unknown
10147720,261.09833,Apple,unknown,16,unknown,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
16237612,299.67355,Asus,Windows 10 Home,128,2,1.4,25 cm (10"),1280x800,128,unknown,unknown,unknown,Intel HD Graphics 400
2817090,1886.527,Acer,Windows 10 Professional,128,4,0.8,28 cm (11"),1920x1080,128,unknown,unknown,128,Intel HD Graphics 5000
4516561,849.0,Microsoft,unknown,128,unknown,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
935226,235.69562,Acer,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
13151351,58.818882,Alcatel,Android,8,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
15853764,242.23782,Lenovo,Android,32,2,1.5,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15443374,56.47964,Xoro,Android,8,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
4155105,154.93558,Lenovo,Android,16,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4507688,811.8325,Getac,Android,16,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12525298,634.2866,HP,Windows 10 Professional,64,4,1.4,18 cm (7"),2048x1536,64,unknown,unknown,unknown,unknown
4040746,659.56085,Newland,unknown,32,unknown,1.3,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3503288,402.9942,Apple,unknown,128,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
5060328,797.8966,Apple,Apple iOS,64,1,1.4,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
12757165,139.25812,Asus,Android,16,1,1.1,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
14423792,126.74667,Asus,Android,16,2,1.1,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
1116802,666.73804,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
2517450,8132.19,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14772751,391.84958,Apple,unknown,16,unknown,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
1204558,1356.2767,Fujitsu,Windows 8.1,128,4,1.9,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10718857,700.23,Sony,Windows 8 64-Bit,128,4,1.2,28 cm (11"),1920x1080,128,unknown,unknown,128,Intel HD Graphics 4000
8878803,243.80864,Samsung,Android,16,2,1.6,25 cm (10"),8,unknown,unknown,unknown,unknown,unknown
4414663,794.33,Hannspree,Android,16,2,1.3,28 cm (11"),unknown,unknown,unknown,unknown,unknown,unknown
3596676,256.92538,Asus,Windows 10 Home 64-Bit,128,2,1.4,25 cm (10"),1280x800,128,unknown,unknown,128,unknown
5651089,521.343,Unbekannt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10944184,287642.7,Microsoft,Windows 10 Professional 64-Bit,16,16,2.2,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
3587762,954.7833,Getac,Android,16,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12887532,110.18203,Medion,Android,32,2,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
2516152,3934.0303,Apple,MacOS X,256,2,2.2,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
53802,1316.1359,Winmate,unknown,32,unknown,1.6,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13189969,237.45903,Lenovo,Android,32,2,1.3,25 cm (10"),1920x1200,32,unknown,unknown,unknown,unknown
5726219,1887.3116,Panasonic,Windows 7 Professional,128,4,1.1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
13609323,830.87994,Samsung,Windows 10 Home,128,4,2.2,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
13201219,119.88667,Acer,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
5594017,877.7215,Apple,unknown,128,unknown,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
16698791,824.6482,Apple,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
2980025,709.24664,Dell,Windows 10 Professional,256,8,2.5,33 cm (13"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 600
15386747,78.56396,Acer,Android,16,unknown,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12866616,2490.9534,Microsoft,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2947472,397.18152,Unbekannt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9175561,364.92566,Huawei Technologies,Android,32,4,2.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
14713571,297.715,Samsung,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1680818,219.09723,Samsung,Android,16,2,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
12058496,1650.8818,Apple,Apple iOS,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
9382670,210.46935,Huawei Technologies,Android,16,2,1.5,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
5502848,94.618256,Odys,Android,16,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12324541,489.74442,Apple,Apple iOS,32,2,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
11546129,445.53912,Apple,Apple iOS,16,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
1605594,119.04634,Acer,Android,16,1,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
12564201,1545.4498,HP,Windows 10 Professional 64-Bit,128,4,1.4,25 cm (10"),1280x800,128,unknown,unknown,128,Intel HD Graphics 400
